일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV32616,>35,Master,Man,Yes,Dev,43,35,United States of America,130000.0,12.0
DEV32617,<35,Undergraduate,Woman,No,Dev,0,0,United States of America,80000.0,6.0
DEV32618,<35,Undergraduate,Man,Yes,Dev,4,3,United States of America,177000.0,9.0
DEV32619,<35,Undergraduate,Man,No,Dev,7,3,United States of America,114000.0,26.0
DEV32620,>35,Undergraduate,Man,No,Dev,24,20,United Kingdom of Great Britain and Northern Ireland,87948.0,4.0
DEV32621,<35,Undergraduate,Man,Yes,Dev,4,3,United States of America,103680.0,14.0
DEV32622,>35,PhD,Man,No,NotDev,18,6,Japan,78419.0,12.0
DEV32623,>35,Undergraduate,Man,No,Dev,20,16,United States of America,110000.0,7.0
DEV32624,<35,Undergraduate,Man,No,Dev,9,6,United States of America,60000.0,8.0
DEV32625,>35,Undergraduate,Man,Yes,Dev,8,5,United States of America,57500.0,6.0
DEV32626,<35,Undergraduate,Man,No,Dev,8,0,United States of America,156000.0,2.0
DEV32627,>35,PhD,Man,No,Dev,30,12,United States of America,95000.0,5.0
DEV32628,<35,Undergraduate,Man,Yes,Dev,16,13,Germany,74651.0,14.0
DEV32629,<35,PhD,Woman,No,Dev,14,5,United Kingdom of Great Britain and Northern Ireland,65332.0,13.0
DEV32630,<35,Other,Man,Yes,Dev,6,2,Germany,37116.0,12.0
DEV32631,>35,Master,Man,No,Dev,25,20,United States of America,110000.0,3.0
DEV32632,>35,Undergraduate,Man,No,Dev,22,22,United Kingdom of Great Britain and Northern Ireland,94230.0,23.0
DEV32633,<35,Undergraduate,Man,Yes,Dev,13,4,Canada,105414.0,12.0
DEV32634,>35,Other,Man,Yes,Dev,23,13,Germany,47990.0,11.0
DEV32635,>35,Undergraduate,Man,No,Dev,25,24,United States of America,205000.0,5.0
DEV32636,<35,NoHigherEd,Man,Yes,Dev,2,0,India,645.0,25.0
DEV32637,<35,Other,Man,No,Dev,3,0,United States of America,60000.0,7.0
DEV32638,<35,Undergraduate,Man,No,Dev,6,1,Canada,71057.0,12.0
DEV32639,<35,Undergraduate,Woman,No,Dev,3,2,United States of America,110000.0,11.0
DEV32640,<35,PhD,Man,No,Dev,7,4,United Kingdom of Great Britain and Northern Ireland,54025.0,2.0
DEV32641,<35,Other,NonBinary,No,Dev,6,2,United Kingdom of Great Britain and Northern Ireland,20730.0,15.0
DEV32642,>35,Undergraduate,Man,No,NotDev,5,3,United Kingdom of Great Britain and Northern Ireland,57288.0,7.0
DEV32643,<35,Undergraduate,Man,Yes,NotDev,2,0,United States of America,55000.0,3.0
DEV32644,>35,Undergraduate,Man,No,Dev,9,7,United States of America,125000.0,15.0
DEV32645,<35,Other,Man,Yes,Dev,8,7,Canada,156168.0,17.0
DEV32646,>35,Other,Man,Yes,NotDev,18,12,Canada,128839.0,8.0
DEV32647,<35,Undergraduate,Man,Yes,Dev,17,6,United States of America,100400.0,7.0
DEV32648,>35,Master,Man,Yes,NotDev,23,3,United States of America,68000.0,3.0
DEV32649,>35,Other,Man,No,Dev,8,5,Germany,86381.0,3.0
DEV32650,<35,Undergraduate,Man,No,Dev,8,0,United States of America,71000.0,19.0
DEV32651,<35,Undergraduate,Man,No,Dev,8,4,India,5159.0,7.0
DEV32652,<35,Master,Man,No,Dev,10,5,United States of America,183000.0,8.0
DEV32653,>35,Master,Man,No,Dev,37,6,United States of America,65000.0,28.0
DEV32654,<35,PhD,Man,No,Dev,19,5,United States of America,165000.0,14.0
DEV32655,<35,Undergraduate,Man,No,Dev,6,5,United States of America,140000.0,25.0
DEV32656,>35,Other,Man,Yes,Dev,24,17,United States of America,130067.0,24.0
DEV32657,<35,Undergraduate,Man,No,Dev,10,5,United States of America,200000.0,22.0
DEV32658,<35,Other,Man,Yes,Dev,7,7,United States of America,122052.0,6.0
DEV32659,<35,Undergraduate,Man,No,Dev,5,5,South Korea,44.0,24.0
DEV32660,>35,Undergraduate,Woman,Yes,Dev,28,24,Canada,66372.0,1.0
DEV32661,>35,PhD,Man,No,Dev,23,11,Germany,95979.0,14.0
DEV32662,>35,Master,Man,No,Dev,25,18,United States of America,200000.0,8.0
DEV32663,<35,Undergraduate,Man,Yes,Dev,7,2,Canada,63248.0,28.0
DEV32664,>35,Master,Man,No,Dev,13,1,India,58037.0,10.0
DEV32665,<35,Undergraduate,Man,No,Dev,11,3,United States of America,125000.0,10.0
DEV32666,<35,Undergraduate,Man,No,Dev,11,10,United Kingdom of Great Britain and Northern Ireland,109306.0,18.0
DEV32667,>35,Other,Man,No,Dev,24,18,United States of America,150000.0,22.0
DEV32668,<35,Undergraduate,Man,No,Dev,14,10,United States of America,120000.0,15.0
DEV32669,>35,Undergraduate,Man,No,Dev,40,7,Canada,42634.0,12.0
DEV32670,>35,Master,Man,No,NotDev,42,12,United States of America,129000.0,16.0
DEV32671,<35,Undergraduate,Man,No,Dev,7,1,India,67066.0,17.0
DEV32672,>35,Master,Man,No,Dev,19,18,United States of America,160000.0,18.0
DEV32673,<35,Undergraduate,Man,No,Dev,10,8,United States of America,54000.0,22.0
DEV32674,<35,Undergraduate,Man,No,Dev,9,1,United States of America,120000.0,16.0
DEV32675,>35,Master,Woman,No,Dev,47,45,United States of America,120000.0,11.0
DEV32676,<35,Undergraduate,Man,No,Dev,15,6,United States of America,160000.0,7.0
DEV32677,>35,Undergraduate,Man,No,Dev,12,10,Canada,101509.0,16.0
DEV32678,<35,Undergraduate,Man,Yes,Dev,9,5,Canada,64810.0,12.0
DEV32679,<35,Master,Man,No,Dev,11,5,Germany,63986.0,5.0
DEV32680,>35,Other,Man,No,Dev,26,26,United States of America,125000.0,10.0
DEV32681,>35,Master,Man,No,Dev,14,6,United States of America,117555.0,28.0
DEV32682,>35,Undergraduate,Man,No,Dev,13,10,United States of America,125000.0,7.0
DEV32683,>35,Master,Woman,Yes,Dev,29,20,United States of America,67000.0,12.0
DEV32684,<35,Undergraduate,Man,No,Dev,7,3,Canada,88235.0,8.0
DEV32685,>35,Undergraduate,Man,No,Dev,39,32,United States of America,208000.0,8.0
DEV32686,>35,Master,Man,No,Dev,30,18,United States of America,130000.0,7.0
DEV32687,>35,Other,Man,No,Dev,34,25,Germany,106644.0,4.0
DEV32688,<35,Undergraduate,Man,No,Dev,18,13,United States of America,120000.0,7.0
DEV32689,<35,Master,Man,No,Dev,9,0,United States of America,108000.0,15.0
DEV32690,<35,Undergraduate,Man,No,Dev,12,8,Germany,87448.0,10.0
DEV32691,<35,Master,Man,No,NotDev,10,1,United States of America,118000.0,5.0
DEV32692,<35,Undergraduate,Man,No,Dev,19,7,United States of America,119000.0,3.0
DEV32693,<35,Other,Man,Yes,Dev,13,7,Germany,39108.0,21.0
DEV32694,<35,Undergraduate,Woman,Yes,Dev,6,3,Canada,53097.0,23.0
DEV32695,<35,Undergraduate,Man,No,NotDev,14,9,United Kingdom of Great Britain and Northern Ireland,87948.0,11.0
DEV32696,<35,Undergraduate,Man,Yes,Dev,10,6,United States of America,73000.0,17.0
DEV32697,>35,Master,Man,No,Dev,30,15,United Kingdom of Great Britain and Northern Ireland,135690.0,14.0
DEV32698,>35,Master,Man,No,Dev,10,0,United States of America,90000.0,4.0
DEV32699,<35,Undergraduate,Man,No,Dev,9,4,India,25794.0,14.0
DEV32700,>35,Undergraduate,Man,No,Dev,31,26,United States of America,215000.0,13.0
DEV32701,<35,Undergraduate,Man,No,Dev,7,3,India,100598.0,30.0
DEV32702,<35,Other,Man,Yes,Dev,20,8,Canada,66372.0,23.0
DEV32703,>35,Other,Man,Yes,Dev,30,25,United States of America,190000.0,13.0
DEV32704,<35,Undergraduate,Man,Yes,Dev,12,11,United States of America,200000.0,16.0
DEV32705,<35,Undergraduate,Man,No,Dev,12,7,Canada,113222.0,9.0
DEV32706,>35,PhD,Man,Yes,Dev,18,9,United States of America,112000.0,5.0
DEV32707,>35,Undergraduate,Man,No,Dev,25,25,United States of America,200000.0,7.0
DEV32708,<35,Master,Man,No,Dev,18,11,United States of America,178000.0,10.0
DEV32709,>35,Master,Man,No,Dev,30,30,Germany,89581.0,12.0
DEV32710,<35,Undergraduate,Man,Yes,Dev,10,6,United States of America,78000.0,11.0
DEV32711,<35,Undergraduate,Woman,No,Dev,5,5,United States of America,200000.0,9.0
DEV32712,>35,Undergraduate,Man,No,Dev,13,8,Germany,71451.0,15.0
DEV32713,>35,Undergraduate,Man,No,Dev,20,13,United Kingdom of Great Britain and Northern Ireland,84178.0,7.0
DEV32714,<35,Other,Man,No,NotDev,7,3,United States of America,36000.0,8.0
DEV32715,<35,Undergraduate,Man,Yes,Dev,14,8,United States of America,70000.0,14.0
DEV32716,<35,Master,Man,No,Dev,5,4,United Kingdom of Great Britain and Northern Ireland,100511.0,15.0
DEV32717,<35,Master,Man,No,Dev,18,7,United Kingdom of Great Britain and Northern Ireland,69102.0,7.0
DEV32718,>35,Undergraduate,Man,Yes,Dev,25,14,United States of America,85500.0,13.0
DEV32719,>35,Undergraduate,Man,No,NotDev,35,20,United Kingdom of Great Britain and Northern Ireland,188459.0,13.0
DEV32720,<35,Undergraduate,Man,No,Dev,7,3,United States of America,120000.0,14.0
DEV32721,<35,Undergraduate,Man,No,Dev,8,2,Germany,58654.0,20.0
DEV32722,<35,NoHigherEd,Man,Yes,Dev,6,3,Germany,14076.0,9.0
DEV32723,>35,Undergraduate,Woman,Yes,Dev,19,14,United States of America,200000.0,3.0
DEV32724,>35,Other,Man,Yes,Dev,38,31,United States of America,198000.0,21.0
DEV32725,>35,Master,Man,Yes,Dev,42,42,United States of America,200000.0,19.0
DEV32726,<35,Undergraduate,Man,Yes,Dev,7,4,United States of America,165000.0,17.0
DEV32727,>35,Master,Man,No,Dev,35,30,United States of America,170000.0,20.0
DEV32728,<35,Undergraduate,NonBinary,Yes,Dev,13,3,United States of America,110000.0,6.0
DEV32729,>35,Other,Man,No,Dev,7,6,United States of America,200000.0,20.0
DEV32730,<35,Undergraduate,Man,No,Dev,10,8,Germany,79983.0,2.0
DEV32731,>35,Master,Man,No,Dev,35,35,United States of America,100000.0,30.0
DEV32732,<35,Undergraduate,Man,Yes,Dev,8,6,United States of America,36000.0,9.0
DEV32733,<35,Undergraduate,Man,No,Dev,15,11,United States of America,95000.0,22.0
DEV32734,<35,Master,Man,No,Dev,8,2,United States of America,190000.0,12.0
DEV32735,>35,Master,Man,No,Dev,12,7,Canada,101509.0,15.0
DEV32736,<35,Master,Man,No,Dev,8,5,Canada,87454.0,33.0
DEV32737,>35,Master,Man,No,Dev,15,10,United States of America,220000.0,15.0
DEV32738,<35,Undergraduate,Man,No,NotDev,6,4,United States of America,100000.0,11.0
DEV32739,>35,Other,Man,No,NotDev,10,5,United States of America,48000.0,6.0
DEV32740,>35,Master,Man,Yes,NotDev,20,14,United States of America,89000.0,11.0
DEV32741,>35,Master,Man,Yes,Dev,14,5,United States of America,110000.0,15.0
DEV32742,>35,Master,Man,No,Dev,46,44,United States of America,200000.0,9.0
DEV32743,>35,Other,Man,Yes,Dev,30,20,United States of America,200000.0,21.0
DEV32744,<35,Other,Man,Yes,Dev,6,3,United States of America,78500.0,19.0
DEV32745,>35,Master,Man,No,NotDev,42,37,United States of America,170000.0,8.0
DEV32746,<35,Undergraduate,Man,Yes,Dev,6,2,United States of America,108675.0,8.0
DEV32747,>35,Undergraduate,Woman,Yes,Dev,38,38,United States of America,100.0,9.0
DEV32748,<35,Master,Woman,No,Dev,7,4,United States of America,115000.0,25.0
DEV32749,<35,Undergraduate,Man,No,Dev,16,11,Canada,78084.0,5.0
DEV32750,>35,Undergraduate,Man,No,Dev,21,18,Canada,66372.0,6.0
DEV32751,<35,Undergraduate,Man,Yes,Dev,14,4,United States of America,210000.0,11.0
DEV32752,<35,Undergraduate,Man,No,Dev,13,11,Canada,70276.0,2.0
DEV32753,<35,Master,Man,No,Dev,24,15,United States of America,200000.0,21.0
DEV32754,<35,Undergraduate,Man,No,Dev,10,7,United States of America,140000.0,10.0
DEV32755,<35,Undergraduate,Man,No,Dev,9,2,India,3408.0,4.0
DEV32756,>35,Undergraduate,Man,Yes,Dev,17,15,United States of America,110000.0,22.0
DEV32757,>35,Master,Man,No,Dev,20,14,Germany,51189.0,35.0
DEV32758,<35,Master,Man,No,Dev,9,3,United States of America,150000.0,19.0
DEV32759,<35,Undergraduate,Man,No,Dev,9,9,India,1290.0,16.0
DEV32760,>35,Master,Man,No,Dev,44,34,United States of America,150000.0,10.0
DEV32761,>35,Undergraduate,Woman,No,Dev,40,25,United States of America,175000.0,16.0
DEV32762,<35,Master,Man,No,NotDev,3,1,Germany,31992.0,11.0
DEV32763,<35,Undergraduate,Man,No,Dev,8,3,United States of America,99000.0,7.0
DEV32764,<35,Undergraduate,Man,No,Dev,8,2,United States of America,160000.0,12.0
DEV32765,>35,Master,Man,No,Dev,18,16,India,70935.0,13.0
DEV32766,<35,Undergraduate,Man,Yes,Dev,2,1,United States of America,105000.0,19.0
DEV32767,<35,NoHigherEd,Man,No,Dev,4,0,India,7740.0,6.0
DEV32768,<35,Undergraduate,Man,No,Dev,5,1,India,3096.0,25.0
DEV32769,>35,Undergraduate,Woman,Yes,NotDev,8,5,United States of America,26000.0,6.0
DEV32770,>35,PhD,Man,No,Dev,32,15,Germany,94913.0,7.0
DEV32771,<35,Undergraduate,Man,Yes,Dev,12,8,United States of America,125000.0,7.0
DEV32772,<35,Undergraduate,Man,No,Dev,7,3,Germany,75717.0,16.0
DEV32773,<35,Undergraduate,Man,Yes,Dev,5,1,United States of America,157000.0,8.0
DEV32774,<35,Master,Man,No,NotDev,7,2,Germany,17916.0,6.0
DEV32775,<35,Master,Man,No,Dev,4,4,India,19346.0,7.0
DEV32776,<35,Master,Man,Yes,Dev,14,6,United States of America,110000.0,17.0
DEV32777,>35,NoHigherEd,Woman,No,Dev,18,18,Germany,69318.0,17.0
DEV32778,>35,Undergraduate,Man,No,NotDev,38,11,Germany,95979.0,20.0
DEV32779,<35,Undergraduate,Man,No,Dev,10,9,Germany,79983.0,18.0
DEV32780,>35,Undergraduate,Man,No,Dev,27,16,India,41271.0,11.0
DEV32781,<35,Master,Woman,No,Dev,6,6,United Kingdom of Great Britain and Northern Ireland,72871.0,15.0
DEV32782,<35,Other,Man,No,NotDev,3,0,United Kingdom of Great Britain and Northern Ireland,35807.0,10.0
DEV32783,<35,Undergraduate,Man,No,Dev,2,2,India,30948.0,7.0
DEV32784,<35,Undergraduate,Man,Yes,Dev,7,7,Germany,70740.0,12.0
DEV32785,>35,Undergraduate,Man,No,Dev,26,26,United Kingdom of Great Britain and Northern Ireland,125639.0,21.0
DEV32786,>35,Undergraduate,Man,No,Dev,43,33,United Kingdom of Great Britain and Northern Ireland,106793.0,5.0
DEV32787,<35,Undergraduate,Man,No,Dev,4,3,Germany,65520.0,18.0
DEV32788,<35,Undergraduate,Man,No,Dev,3,3,India,7740.0,8.0
DEV32789,>35,Undergraduate,Man,No,Dev,6,4,Germany,51192.0,9.0
DEV32790,<35,Undergraduate,Man,Yes,Dev,10,3,United States of America,88000.0,9.0
DEV32791,<35,Undergraduate,Man,Yes,Dev,4,1,India,33533.0,12.0
DEV32792,<35,Master,Man,No,Dev,8,2,Japan,31368.0,5.0
DEV32793,>35,Undergraduate,Man,No,Dev,20,17,United Kingdom of Great Britain and Northern Ireland,28250.0,4.0
DEV32794,<35,Undergraduate,Man,No,Dev,10,5,India,21925.0,11.0
DEV32795,<35,Undergraduate,Man,No,NotDev,7,2,India,15480.0,17.0
DEV32796,>35,Master,Man,No,Dev,30,30,United States of America,60000.0,28.0
DEV32797,<35,Master,Woman,No,Dev,14,12,India,6960.0,13.0
DEV32798,<35,Undergraduate,Woman,No,Dev,4,1,United Kingdom of Great Britain and Northern Ireland,58234.0,11.0
DEV32799,>35,Master,Woman,Yes,NotDev,25,22,United States of America,213287.0,19.0
DEV32800,>35,Master,Man,No,NotDev,35,24,Germany,85315.0,14.0
DEV32801,<35,Undergraduate,Man,Yes,Dev,13,4,United States of America,77000.0,20.0
DEV32802,<35,Undergraduate,Man,No,Dev,6,3,India,5159.0,16.0
DEV32803,>35,Master,Man,Yes,Dev,9,3,Germany,69318.0,11.0
DEV32804,>35,Master,Man,No,Dev,30,26,United Kingdom of Great Britain and Northern Ireland,113075.0,14.0
DEV32805,<35,Undergraduate,Man,No,Dev,10,3,United Kingdom of Great Britain and Northern Ireland,100511.0,21.0
DEV32806,>35,Undergraduate,Man,Yes,NotDev,26,2,United States of America,140000.0,16.0
DEV32807,>35,Undergraduate,Man,Yes,Dev,32,26,United States of America,220000.0,14.0
DEV32808,<35,Other,Man,No,Dev,7,4,India,2579.0,23.0
DEV32809,>35,Master,Man,Yes,Dev,36,31,Germany,67824.0,4.0
DEV32810,<35,Undergraduate,Man,No,Dev,18,15,United Kingdom of Great Britain and Northern Ireland,56538.0,22.0
DEV32811,<35,NoHigherEd,Man,Yes,NotDev,0,0,United States of America,60000.0,10.0
DEV32812,>35,Other,Man,Yes,Dev,22,17,Canada,104.0,21.0
DEV32813,>35,Master,Man,Yes,Dev,3,2,India,5159.0,12.0
DEV32814,<35,Other,Man,No,Dev,8,4,United States of America,150000.0,28.0
DEV32815,<35,Undergraduate,Man,No,Dev,4,1,India,1548.0,16.0
DEV32816,<35,Other,Man,Yes,Dev,4,3,United Kingdom of Great Britain and Northern Ireland,60307.0,15.0
DEV32817,<35,Undergraduate,Man,No,Dev,8,2,United States of America,85000.0,3.0
DEV32818,<35,Undergraduate,Woman,No,Dev,8,7,United States of America,205000.0,15.0
DEV32819,<35,Undergraduate,Man,Yes,Dev,14,9,United States of America,125000.0,18.0
DEV32820,>35,Undergraduate,Man,No,Dev,18,15,India,15480.0,26.0
DEV32821,<35,Undergraduate,Man,No,Dev,15,11,United States of America,15000.0,10.0
DEV32822,<35,Undergraduate,Man,Yes,Dev,17,12,United States of America,130000.0,32.0
DEV32823,>35,Master,Man,Yes,Dev,24,17,Germany,63986.0,17.0
DEV32824,>35,Undergraduate,Man,Yes,Dev,37,26,Canada,148360.0,14.0
DEV32825,>35,Undergraduate,Man,No,Dev,22,16,India,33533.0,11.0
DEV32826,<35,Undergraduate,Man,Yes,Dev,8,7,United States of America,175000.0,13.0
DEV32827,>35,Master,Man,No,Dev,13,11,United States of America,126000.0,8.0
DEV32828,<35,Undergraduate,Man,No,Dev,5,3,Canada,78084.0,14.0
DEV32829,<35,Master,Man,No,Dev,10,2,Germany,58654.0,3.0
DEV32830,>35,Undergraduate,Man,No,Dev,17,8,Germany,79983.0,17.0
DEV32831,<35,Undergraduate,Man,No,Dev,6,3,India,20636.0,3.0
DEV32832,>35,Undergraduate,Man,Yes,Dev,35,27,United States of America,170000.0,32.0
DEV32833,<35,Undergraduate,Man,No,Dev,7,3,United States of America,230.0,11.0
DEV32834,<35,Undergraduate,Man,Yes,Dev,10,8,United States of America,90000.0,15.0
DEV32835,<35,Undergraduate,Man,No,Dev,14,5,Canada,109318.0,14.0
DEV32836,<35,Undergraduate,Man,No,Dev,7,6,India,14700.0,23.0
DEV32837,<35,Master,Man,No,Dev,4,3,United Kingdom of Great Britain and Northern Ireland,106793.0,4.0
DEV32838,<35,Master,Man,No,Dev,17,9,India,38692.0,7.0
DEV32839,<35,Undergraduate,Man,No,Dev,6,0,Germany,46070.0,6.0
DEV32840,>35,Master,Man,No,Dev,26,25,United States of America,200000.0,7.0
DEV32841,<35,Undergraduate,Woman,No,Dev,10,4,India,16122.0,14.0
DEV32842,>35,Undergraduate,Woman,Yes,Dev,22,16,United States of America,300.0,6.0
DEV32843,>35,Undergraduate,Man,No,Dev,15,12,India,51589.0,8.0
DEV32844,<35,Undergraduate,Man,No,Dev,16,8,Germany,46923.0,8.0
DEV32845,>35,PhD,Man,No,Dev,33,21,Canada,200000.0,21.0
DEV32846,<35,NoHigherEd,Man,Yes,Dev,14,2,Germany,33273.0,9.0
DEV32847,<35,Master,Man,No,Dev,8,4,United States of America,100000.0,14.0
DEV32848,>35,Undergraduate,Man,No,Dev,29,27,Canada,183498.0,29.0
DEV32849,<35,Undergraduate,Man,Yes,Dev,10,6,Germany,17063.0,5.0
DEV32850,>35,Master,Man,No,Dev,24,11,Japan,51600.0,24.0
DEV32851,<35,Other,Man,Yes,Dev,12,4,Germany,35832.0,26.0
DEV32852,<35,Undergraduate,Man,Yes,Dev,4,3,United States of America,170.0,14.0
DEV32853,>35,Undergraduate,Man,Yes,Dev,28,15,United States of America,140000.0,8.0
DEV32854,>35,Undergraduate,Man,Yes,Dev,10,7,United States of America,155000.0,14.0
DEV32855,<35,Master,Man,Yes,Dev,15,7,Germany,57588.0,14.0
DEV32856,<35,Undergraduate,Man,No,Dev,14,11,United States of America,107000.0,19.0
DEV32857,>35,Undergraduate,Man,No,Dev,30,8,Germany,68033.0,11.0
DEV32858,<35,Master,Man,No,Dev,9,4,United States of America,120000.0,5.0
DEV32859,<35,Master,Man,No,Dev,16,6,Germany,63984.0,4.0
DEV32860,<35,Undergraduate,Man,No,Dev,15,9,Canada,136647.0,4.0
DEV32861,>35,Undergraduate,Man,No,Dev,20,20,United States of America,105000.0,12.0
DEV32862,>35,Undergraduate,Man,Yes,Dev,49,43,United States of America,25000.0,1.0
DEV32863,<35,Undergraduate,Man,No,Dev,7,0,United States of America,105000.0,6.0
DEV32864,<35,Other,Man,Yes,Dev,12,10,United Kingdom of Great Britain and Northern Ireland,150767.0,24.0
DEV32865,>35,Undergraduate,Man,Yes,Dev,40,6,United Kingdom of Great Britain and Northern Ireland,42215.0,15.0
DEV32866,>35,Other,Man,Yes,Dev,27,25,United Kingdom of Great Britain and Northern Ireland,84178.0,7.0
DEV32867,<35,Undergraduate,Man,Yes,Dev,5,0,United States of America,104104.0,10.0
DEV32868,>35,Master,Man,No,Dev,22,18,India,3869.0,13.0
DEV32869,<35,Other,Man,No,Dev,8,6,Canada,62467.0,15.0
DEV32870,<35,Master,Man,No,Dev,2,2,Canada,66372.0,11.0
DEV32871,<35,NoHigherEd,Man,No,Dev,5,2,Germany,15997.0,11.0
DEV32872,>35,Undergraduate,Man,Yes,Dev,50,48,United Kingdom of Great Britain and Northern Ireland,180924.0,6.0
DEV32873,<35,Undergraduate,Man,No,Dev,5,0,United States of America,110000.0,16.0
DEV32874,<35,Undergraduate,Woman,No,Dev,17,11,United States of America,170000.0,7.0
DEV32875,>35,PhD,Man,No,Dev,20,7,United States of America,70000.0,4.0
DEV32876,<35,Other,Man,No,Dev,7,7,India,29664.0,26.0
DEV32877,>35,Master,Man,No,Dev,40,30,Canada,156168.0,5.0
DEV32878,>35,Other,Man,No,Dev,25,20,Canada,70276.0,26.0
DEV32879,<35,Master,Man,Yes,NotDev,7,5,United States of America,151000.0,7.0
DEV32880,<35,Master,Man,No,Dev,10,7,United States of America,220000.0,12.0
DEV32881,>35,Undergraduate,Woman,Yes,Dev,27,17,United States of America,220000.0,7.0
DEV32882,>35,Undergraduate,Man,No,Dev,39,25,United States of America,185000.0,9.0
DEV32883,<35,Undergraduate,Man,No,Dev,8,6,United States of America,137025.0,22.0
DEV32884,<35,Master,Man,No,Dev,7,6,India,7428.0,4.0
DEV32885,>35,Other,Man,No,Dev,17,14,United States of America,205000.0,17.0
DEV32886,>35,Undergraduate,Man,No,Dev,23,14,Canada,132743.0,14.0
DEV32887,<35,Other,Man,Yes,NotDev,14,12,United States of America,140000.0,3.0
DEV32888,<35,Undergraduate,Man,No,Dev,18,12,United States of America,125000.0,17.0
DEV32889,<35,Undergraduate,Man,No,Dev,8,8,United States of America,185000.0,11.0
DEV32890,<35,Undergraduate,Man,Yes,Dev,5,3,United States of America,120000.0,19.0
DEV32891,<35,Undergraduate,Man,No,Dev,10,6,India,64486.0,10.0
DEV32892,>35,Other,Man,No,Dev,12,8,United States of America,110000.0,12.0
DEV32893,<35,Master,Man,No,Dev,13,8,United States of America,145000.0,17.0
DEV32894,<35,Undergraduate,Man,No,Dev,4,3,India,25794.0,7.0
DEV32895,<35,Undergraduate,Man,No,Dev,3,2,India,54168.0,11.0
DEV32896,<35,Undergraduate,Man,Yes,Dev,7,4,India,7740.0,40.0
DEV32897,<35,Undergraduate,Man,No,Dev,10,4,United States of America,150000.0,24.0
DEV32898,<35,Undergraduate,Man,No,Dev,14,8,India,23215.0,11.0
DEV32899,>35,Undergraduate,Man,No,Dev,18,15,United Kingdom of Great Britain and Northern Ireland,100511.0,14.0
DEV32900,<35,Undergraduate,Man,No,Dev,6,5,India,18056.0,8.0
DEV32901,>35,Master,Man,No,Dev,21,18,Germany,102378.0,6.0
DEV32902,<35,Master,Man,No,Dev,10,2,Germany,51189.0,5.0
DEV32903,>35,PhD,Man,No,NotDev,20,17,India,168000.0,16.0
DEV32904,<35,Undergraduate,Man,No,Dev,4,1,India,5159.0,13.0
DEV32905,>35,PhD,Man,No,Dev,30,15,Germany,106644.0,9.0
DEV32906,>35,NoHigherEd,Man,No,Dev,30,24,Germany,69318.0,16.0
DEV32907,<35,NoHigherEd,Man,Yes,Dev,9,4,Germany,13864.0,7.0
DEV32908,<35,Undergraduate,Man,No,Dev,6,1,United States of America,80000.0,19.0
DEV32909,>35,Master,Man,No,Dev,8,6,Germany,103444.0,23.0
DEV32910,<35,Undergraduate,Man,No,Dev,11,7,India,32243.0,10.0
DEV32911,<35,Undergraduate,Man,No,Dev,3,3,India,23215.0,16.0
DEV32912,<35,Undergraduate,Man,No,Dev,5,2,United Kingdom of Great Britain and Northern Ireland,58373.0,12.0
DEV32913,>35,Other,Man,No,Dev,20,13,Germany,79983.0,27.0
DEV32914,<35,Master,Man,Yes,Dev,8,3,Germany,79983.0,22.0
DEV32915,>35,Undergraduate,Man,No,NotDev,20,8,United Kingdom of Great Britain and Northern Ireland,120612.0,5.0
DEV32916,>35,Undergraduate,Man,Yes,NotDev,4,4,India,116075.0,13.0
DEV32917,>35,Master,Man,Yes,Dev,45,40,United States of America,205000.0,9.0
DEV32918,<35,Undergraduate,Man,No,Dev,6,6,Japan,67752.0,12.0
DEV32919,<35,Undergraduate,Man,Yes,Dev,16,12,India,48000.0,25.0
DEV32920,>35,Undergraduate,Man,No,Dev,44,42,United States of America,115000.0,17.0
DEV32921,>35,Other,Man,No,NotDev,12,2,Germany,106644.0,0.0
DEV32922,>35,Master,Man,No,Dev,20,15,Germany,191964.0,10.0
DEV32923,<35,Undergraduate,Man,No,Dev,4,2,United States of America,124000.0,22.0
DEV32924,<35,Master,Man,No,Dev,10,6,Germany,106644.0,20.0
DEV32925,>35,Other,Man,Yes,Dev,34,11,Germany,42657.0,10.0
DEV32926,<35,Other,Man,No,Dev,15,5,United Kingdom of Great Britain and Northern Ireland,150767.0,22.0
DEV32927,<35,Undergraduate,Man,No,Dev,12,5,Germany,44790.0,22.0
DEV32928,<35,Undergraduate,Man,No,Dev,10,4,Germany,63986.0,10.0
DEV32929,>35,Master,Man,Yes,Dev,24,20,United States of America,220000.0,18.0
DEV32930,<35,Undergraduate,Man,Yes,Dev,6,5,Germany,149301.0,11.0
DEV32931,>35,Master,Man,No,Dev,24,20,India,60000.0,12.0
DEV32932,>35,Undergraduate,Man,No,Dev,42,36,United States of America,130000.0,18.0
DEV32933,>35,Undergraduate,Man,Yes,Dev,24,23,United States of America,140000.0,17.0
DEV32934,<35,Master,Man,No,Dev,10,5,India,19346.0,24.0
DEV32935,>35,Undergraduate,Woman,No,Dev,40,35,United States of America,129000.0,6.0
DEV32936,<35,Master,Man,No,Dev,7,4,India,32243.0,12.0
DEV32937,>35,Undergraduate,Man,No,Dev,14,10,United States of America,200000.0,16.0
DEV32938,<35,Undergraduate,Man,Yes,Dev,3,2,United States of America,87000.0,13.0
DEV32939,<35,Undergraduate,Man,Yes,Dev,10,2,India,54168.0,27.0
