일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV6612,>35,Undergraduate,Man,Yes,Dev,21,14,United Kingdom of Great Britain and Northern Ireland,77556.0,15.0
DEV6613,<35,Master,Man,No,NotDev,19,10,United States of America,115500.0,29.0
DEV6614,>35,Master,Man,No,Dev,18,15,India,16754.0,21.0
DEV6615,>35,Undergraduate,Man,Yes,Dev,7,5,United States of America,125000.0,6.0
DEV6616,>35,Undergraduate,Man,Yes,Dev,20,15,United States of America,84000.0,8.0
DEV6617,>35,Master,Man,No,Dev,15,10,United States of America,130000.0,8.0
DEV6618,>35,Undergraduate,Man,No,Dev,42,38,United States of America,170000.0,13.0
DEV6619,<35,Undergraduate,Man,No,Dev,4,4,India,3348.0,32.0
DEV6620,<35,Undergraduate,Man,Yes,Dev,10,4,India,20943.0,23.0
DEV6621,<35,Undergraduate,Man,No,Dev,2,0,Canada,45379.0,11.0
DEV6622,<35,Undergraduate,Man,Yes,Dev,10,5,United States of America,127000.0,14.0
DEV6623,<35,Undergraduate,Man,No,Dev,8,2,United States of America,194526.0,1.0
DEV6624,<35,Undergraduate,NonBinary,Yes,Dev,12,6,United States of America,120000.0,13.0
DEV6625,<35,Undergraduate,Woman,No,Dev,16,12,United States of America,99500.0,5.0
DEV6626,>35,Master,Man,No,Dev,23,22,United States of America,155000.0,24.0
DEV6627,<35,Undergraduate,Man,Yes,Dev,10,4,Canada,102102.0,15.0
DEV6628,<35,NoHigherEd,Man,Yes,Dev,3,3,United States of America,95000.0,21.0
DEV6629,>35,Undergraduate,Man,Yes,Dev,31,19,United States of America,200000.0,14.0
DEV6630,<35,Master,Man,No,NotDev,3,2,Germany,67021.0,33.0
DEV6631,>35,Undergraduate,Man,No,Dev,3,3,United States of America,63000.0,12.0
DEV6632,<35,NoHigherEd,Man,No,Dev,13,10,Germany,78912.0,9.0
DEV6633,<35,Master,NonBinary,No,NotDev,8,4,United States of America,90000.0,15.0
DEV6634,<35,Master,Man,No,Dev,9,8,United States of America,150000.0,18.0
DEV6635,>35,Master,Man,No,Dev,21,17,United States of America,129000.0,22.0
DEV6636,>35,Master,Man,Yes,Dev,40,35,United States of America,180000.0,4.0
DEV6637,<35,Undergraduate,Woman,Yes,Dev,9,5,United States of America,75000.0,9.0
DEV6638,>35,Undergraduate,Man,No,Dev,13,11,United States of America,190000.0,11.0
DEV6639,>35,Undergraduate,Man,Yes,NotDev,40,30,Canada,68068.0,14.0
DEV6640,>35,Undergraduate,Man,No,Dev,43,38,United States of America,130000.0,4.0
DEV6641,<35,Other,Man,No,Dev,6,3,United States of America,61200.0,15.0
DEV6642,>35,Master,Man,No,Dev,20,30,Canada,45379.0,19.0
DEV6643,<35,Undergraduate,Man,No,Dev,9,1,India,1872.0,9.0
DEV6644,<35,Undergraduate,Man,No,Dev,11,7,India,69809.0,10.0
DEV6645,>35,Undergraduate,Man,No,Dev,30,15,Canada,92270.0,12.0
DEV6646,<35,Undergraduate,Man,No,Dev,11,5,India,10471.0,11.0
DEV6647,<35,Master,Man,No,Dev,9,6,India,16754.0,23.0
DEV6648,>35,Undergraduate,Man,Yes,Dev,18,12,United States of America,103000.0,10.0
DEV6649,<35,Undergraduate,Woman,No,Dev,8,4,India,15358.0,18.0
DEV6650,>35,NoHigherEd,NonBinary,Yes,Dev,40,20,United States of America,52500.0,13.0
DEV6651,<35,Undergraduate,Man,No,Dev,4,2,Canada,65043.0,18.0
DEV6652,<35,Master,Man,Yes,Dev,12,3,United States of America,124000.0,15.0
DEV6653,<35,Undergraduate,Man,No,Dev,3,2,India,10056.0,17.0
DEV6654,>35,Undergraduate,Man,Yes,Dev,34,26,United States of America,172000.0,15.0
DEV6655,>35,Master,Man,No,Dev,30,25,India,41880.0,15.0
DEV6656,>35,Undergraduate,Man,No,NotDev,25,14,Canada,98321.0,9.0
DEV6657,<35,Master,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,64630.0,35.0
DEV6658,<35,Master,Man,Yes,Dev,20,10,Canada,83194.0,11.0
DEV6659,<35,Undergraduate,Man,No,Dev,10,6,United States of America,150000.0,26.0
DEV6660,>35,Undergraduate,Man,No,Dev,24,12,United States of America,110000.0,28.0
DEV6661,<35,Undergraduate,Man,No,Dev,8,8,United States of America,120000.0,7.0
DEV6662,>35,Other,Man,No,Dev,39,28,United States of America,174000.0,12.0
DEV6663,<35,Undergraduate,Man,No,Dev,6,4,Canada,64287.0,14.0
DEV6664,<35,Other,Man,No,Dev,10,8,United States of America,118000.0,22.0
DEV6665,<35,Other,Man,No,Dev,7,5,India,16752.0,22.0
DEV6666,<35,Undergraduate,Man,No,Dev,8,4,United States of America,143500.0,18.0
DEV6667,>35,Undergraduate,Man,No,Dev,20,17,Canada,151263.0,20.0
DEV6668,>35,Master,Man,No,Dev,25,25,United States of America,123000.0,12.0
DEV6669,<35,Master,Woman,Yes,Dev,3,2,United States of America,105000.0,19.0
DEV6670,<35,Undergraduate,Man,No,Dev,8,7,United States of America,115000.0,18.0
DEV6671,<35,Undergraduate,Man,Yes,Dev,8,6,United States of America,46000.0,23.0
DEV6672,<35,Master,Man,No,Dev,10,4,India,10896.0,13.0
DEV6673,<35,Master,Man,No,Dev,10,8,United States of America,220000.0,6.0
DEV6674,<35,Undergraduate,Man,Yes,Dev,6,3,United Kingdom of Great Britain and Northern Ireland,36193.0,28.0
DEV6675,>35,PhD,Man,No,Dev,29,22,United States of America,120000.0,3.0
DEV6676,>35,Undergraduate,Man,Yes,Dev,44,38,United Kingdom of Great Britain and Northern Ireland,84019.0,4.0
DEV6677,<35,Master,Man,No,Dev,19,14,Germany,38916.0,20.0
DEV6678,<35,Undergraduate,Man,No,Dev,7,3,India,107593.0,15.0
DEV6679,<35,NoHigherEd,Man,Yes,Dev,3,1,India,2400.0,11.0
DEV6680,<35,Master,Man,No,Dev,20,7,India,25128.0,14.0
DEV6681,>35,Other,Man,Yes,Dev,38,24,United States of America,180000.0,12.0
DEV6682,<35,Undergraduate,Man,Yes,Dev,10,4,Germany,46482.0,26.0
DEV6683,<35,Master,Man,Yes,Dev,12,6,United Kingdom of Great Britain and Northern Ireland,90482.0,10.0
DEV6684,<35,PhD,Man,No,Dev,17,14,United Kingdom of Great Britain and Northern Ireland,82080.0,5.0
DEV6685,>35,Master,Man,No,Dev,30,20,Germany,194577.0,11.0
DEV6686,<35,NoHigherEd,Man,Yes,Dev,2,2,United States of America,19200.0,6.0
DEV6687,>35,Other,Man,No,Dev,31,23,Germany,91883.0,10.0
DEV6688,>35,Master,Woman,No,NotDev,26,22,United States of America,78000.0,4.0
DEV6689,>35,Undergraduate,Man,Yes,Dev,14,10,United States of America,90000.0,14.0
DEV6690,<35,Undergraduate,Man,No,Dev,9,7,United States of America,95000.0,17.0
DEV6691,<35,Undergraduate,Man,No,Dev,7,2,United Kingdom of Great Britain and Northern Ireland,39674.0,7.0
DEV6692,>35,Undergraduate,NonBinary,Yes,Dev,40,4,United Kingdom of Great Britain and Northern Ireland,40975.0,18.0
DEV6693,>35,Master,Man,No,Dev,15,2,Germany,59454.0,12.0
DEV6694,>35,Undergraduate,Man,No,Dev,25,20,United Kingdom of Great Britain and Northern Ireland,103408.0,9.0
DEV6695,>35,Other,NonBinary,No,NotDev,12,10,United States of America,215000.0,8.0
DEV6696,<35,Undergraduate,Woman,No,Dev,6,3,United States of America,91000.0,17.0
DEV6697,>35,Master,Man,No,Dev,48,43,United States of America,180000.0,11.0
DEV6698,>35,Master,Man,No,NotDev,20,15,Germany,73507.0,7.0
DEV6699,<35,Other,Man,Yes,Dev,15,9,United States of America,92000.0,21.0
DEV6700,>35,Other,Man,No,Dev,30,31,United States of America,170000.0,6.0
DEV6701,>35,Undergraduate,Man,No,Dev,42,32,United States of America,95000.0,6.0
DEV6702,<35,Undergraduate,Man,No,Dev,7,5,Canada,113447.0,5.0
DEV6703,>35,Undergraduate,Man,Yes,Dev,23,18,United States of America,108000.0,17.0
DEV6704,<35,Undergraduate,Man,Yes,Dev,12,6,United Kingdom of Great Britain and Northern Ireland,78848.0,5.0
DEV6705,>35,PhD,Man,No,NotDev,7,7,Canada,90758.0,4.0
DEV6706,>35,Other,Man,No,Dev,15,7,Canada,68068.0,8.0
DEV6707,>35,Undergraduate,Man,Yes,Dev,26,16,Canada,102102.0,9.0
DEV6708,>35,Other,Man,Yes,NotDev,30,19,United States of America,144000.0,14.0
DEV6709,>35,Undergraduate,Man,Yes,Dev,24,20,United States of America,193000.0,18.0
DEV6710,<35,Undergraduate,Man,Yes,Dev,6,5,United States of America,85000.0,18.0
DEV6711,>35,Undergraduate,Man,No,NotDev,20,18,Canada,121010.0,20.0
DEV6712,>35,Undergraduate,Man,Yes,Dev,7,5,India,8376.0,13.0
DEV6713,<35,Undergraduate,Man,No,Dev,6,1,United States of America,24000.0,21.0
DEV6714,<35,Master,Man,No,Dev,14,6,Germany,84316.0,10.0
DEV6715,<35,Undergraduate,Man,Yes,Dev,16,7,United States of America,124800.0,19.0
DEV6716,>35,Master,Woman,Yes,Dev,21,19,United States of America,105000.0,18.0
DEV6717,>35,Undergraduate,Man,No,NotDev,40,36,United States of America,150000.0,18.0
DEV6718,<35,Undergraduate,Woman,No,Dev,8,15,United States of America,120000.0,19.0
DEV6719,<35,Master,Man,No,Dev,2,0,United States of America,70000.0,11.0
DEV6720,<35,Undergraduate,Man,No,Dev,20,10,United States of America,115000.0,11.0
DEV6721,>35,Master,Man,No,Dev,6,4,Canada,56723.0,10.0
DEV6722,<35,PhD,Man,No,Dev,15,8,United States of America,145000.0,18.0
DEV6723,>35,Master,Man,No,Dev,48,42,United States of America,100000.0,12.0
DEV6724,>35,Other,Man,Yes,Dev,25,18,Canada,84707.0,20.0
DEV6725,<35,Undergraduate,Man,No,Dev,9,5,United States of America,90000.0,12.0
DEV6726,<35,Undergraduate,Woman,No,Dev,20,8,India,41880.0,13.0
DEV6727,<35,Undergraduate,Man,No,Dev,9,3,United States of America,44000.0,24.0
DEV6728,<35,Undergraduate,Man,No,Dev,10,7,India,23460.0,9.0
DEV6729,>35,Undergraduate,Man,No,Dev,19,13,United Kingdom of Great Britain and Northern Ireland,51704.0,27.0
DEV6730,<35,Undergraduate,Man,No,Dev,13,11,Canada,57480.0,9.0
DEV6731,<35,Master,Woman,Yes,Dev,7,5,United States of America,114000.0,8.0
DEV6732,<35,Other,Man,Yes,Dev,8,6,United States of America,105000.0,21.0
DEV6733,<35,Master,Man,No,Dev,18,7,Germany,97288.0,13.0
DEV6734,<35,Undergraduate,Man,Yes,Dev,15,3,United States of America,102000.0,15.0
DEV6735,<35,Undergraduate,Man,No,NotDev,5,5,United Kingdom of Great Britain and Northern Ireland,103408.0,22.0
DEV6736,>35,Undergraduate,Man,Yes,Dev,25,21,United States of America,180000.0,8.0
DEV6737,>35,Master,Man,Yes,Dev,22,15,United States of America,167500.0,10.0
DEV6738,>35,PhD,Woman,No,Dev,36,17,United States of America,150000.0,12.0
DEV6739,<35,Other,Man,No,Dev,7,7,Germany,118908.0,9.0
DEV6740,<35,Undergraduate,Man,No,Dev,17,9,Germany,38916.0,18.0
DEV6741,<35,Undergraduate,Man,No,Dev,4,3,India,9075.0,14.0
DEV6742,<35,Master,Man,Yes,Dev,7,2,United States of America,103000.0,12.0
DEV6743,>35,Master,Man,No,NotDev,20,12,United States of America,220000.0,10.0
DEV6744,>35,Master,Man,No,Dev,37,23,United States of America,137000.0,3.0
DEV6745,>35,Other,Man,Yes,Dev,16,14,United States of America,100000.0,17.0
DEV6746,>35,Other,Man,No,Dev,16,15,Canada,68824.0,20.0
DEV6747,>35,Undergraduate,Man,Yes,Dev,11,7,United States of America,138000.0,9.0
DEV6748,>35,Undergraduate,Man,No,Dev,20,15,Canada,94539.0,14.0
DEV6749,>35,Undergraduate,Man,No,Dev,11,10,India,33508.0,16.0
DEV6750,<35,Master,Man,No,Dev,6,1,United States of America,110000.0,12.0
DEV6751,>35,Other,Woman,No,NotDev,35,15,United States of America,120000.0,11.0
DEV6752,<35,Master,Man,No,Dev,5,2,Germany,45401.0,13.0
DEV6753,<35,Undergraduate,Man,Yes,Dev,6,6,United States of America,150000.0,18.0
DEV6754,<35,PhD,Woman,Yes,NotDev,15,5,United States of America,60000.0,5.0
DEV6755,>35,Undergraduate,Man,No,Dev,20,20,United States of America,105000.0,15.0
DEV6756,<35,Undergraduate,Man,No,Dev,18,10,United States of America,165000.0,13.0
DEV6757,>35,Other,Man,No,Dev,28,20,United States of America,115000.0,8.0
DEV6758,<35,Undergraduate,Man,No,Dev,7,2,United States of America,70000.0,8.0
DEV6759,<35,Undergraduate,Man,Yes,Dev,7,2,United States of America,82000.0,10.0
DEV6760,>35,Undergraduate,Man,No,Dev,20,17,United States of America,130000.0,18.0
DEV6761,>35,Other,Man,No,Dev,34,23,United States of America,115000.0,13.0
DEV6762,>35,Master,Man,No,NotDev,20,16,Germany,99450.0,17.0
DEV6763,>35,NoHigherEd,NonBinary,No,Dev,13,13,Germany,45396.0,2.0
DEV6764,>35,NoHigherEd,Man,No,Dev,26,26,United Kingdom of Great Britain and Northern Ireland,68507.0,8.0
DEV6765,>35,Undergraduate,Man,No,Dev,33,15,United Kingdom of Great Britain and Northern Ireland,77556.0,15.0
DEV6766,<35,Undergraduate,Woman,Yes,Dev,6,4,United States of America,54000.0,11.0
DEV6767,>35,Undergraduate,Man,No,Dev,41,30,United States of America,200000.0,14.0
DEV6768,<35,Undergraduate,Man,No,NotDev,9,1,United States of America,104000.0,7.0
DEV6769,<35,NoHigherEd,Man,No,Dev,6,3,Germany,15564.0,21.0
DEV6770,>35,Master,Man,No,Dev,22,11,Germany,79993.0,13.0
DEV6771,>35,Master,Man,No,Dev,17,13,Germany,81074.0,25.0
DEV6772,>35,Master,Man,No,Dev,26,25,United States of America,140000.0,11.0
DEV6773,>35,Undergraduate,Man,No,Dev,25,21,United States of America,180000.0,6.0
DEV6774,>35,Other,Man,No,Dev,30,10,United Kingdom of Great Britain and Northern Ireland,99530.0,10.0
DEV6775,<35,Other,Man,Yes,Dev,17,8,Germany,70264.0,13.0
DEV6776,<35,Undergraduate,Man,No,Dev,9,4,Canada,94539.0,4.0
DEV6777,>35,Undergraduate,Man,No,Dev,26,21,Canada,73362.0,13.0
DEV6778,<35,Undergraduate,Man,Yes,Dev,14,5,United States of America,100000.0,15.0
DEV6779,<35,Undergraduate,Man,No,Dev,5,2,India,13962.0,11.0
DEV6780,<35,Undergraduate,Man,No,Dev,10,5,United States of America,121500.0,14.0
DEV6781,<35,Undergraduate,Man,No,Dev,14,8,United Kingdom of Great Britain and Northern Ireland,71093.0,17.0
DEV6782,<35,Undergraduate,Man,No,NotDev,12,7,India,15358.0,15.0
DEV6783,<35,Undergraduate,Woman,No,Dev,19,9,United States of America,140000.0,10.0
DEV6784,<35,Other,Man,No,Dev,15,6,United States of America,45000.0,2.0
DEV6785,>35,Other,Man,Yes,Dev,40,31,United States of America,160000.0,17.0
DEV6786,<35,Master,Man,Yes,Dev,7,3,United States of America,62500.0,12.0
DEV6787,>35,PhD,Man,Yes,Dev,10,6,United States of America,150000.0,12.0
DEV6788,>35,Other,Man,No,Dev,23,17,Canada,124792.0,18.0
DEV6789,>35,Undergraduate,Man,No,Dev,35,35,United States of America,125000.0,52.0
DEV6790,<35,Undergraduate,Man,Yes,Dev,6,2,United States of America,57000.0,16.0
DEV6791,<35,Undergraduate,Man,No,Dev,12,10,Canada,61261.0,8.0
DEV6792,>35,Undergraduate,Man,Yes,Dev,10,7,United States of America,65000.0,16.0
DEV6793,>35,Undergraduate,Man,No,Dev,41,30,United Kingdom of Great Britain and Northern Ireland,80787.0,10.0
DEV6794,<35,Master,Man,No,Dev,12,6,United States of America,115000.0,16.0
DEV6795,<35,Undergraduate,Woman,Yes,Dev,2,1,United States of America,60000.0,14.0
DEV6796,<35,Master,Man,No,Dev,7,2,United States of America,95000.0,3.0
DEV6797,>35,Other,Man,No,Dev,43,43,United States of America,172000.0,6.0
DEV6798,<35,Master,Woman,No,Dev,3,0,United States of America,127000.0,9.0
DEV6799,<35,Master,Man,No,Dev,13,9,United Kingdom of Great Britain and Northern Ireland,77556.0,11.0
DEV6800,>35,Undergraduate,Man,No,Dev,15,10,Canada,102102.0,15.0
DEV6801,<35,Master,Man,No,Dev,20,4,Germany,51888.0,24.0
DEV6802,>35,Undergraduate,Man,No,NotDev,15,15,Canada,45379.0,13.0
DEV6803,<35,Undergraduate,Man,Yes,Dev,7,5,Canada,71850.0,23.0
DEV6804,>35,Undergraduate,Man,No,Dev,21,15,Canada,102102.0,17.0
DEV6805,>35,Master,Man,No,Dev,12,8,United States of America,96000.0,25.0
DEV6806,<35,Undergraduate,Man,No,Dev,8,5,United States of America,100000.0,12.0
DEV6807,<35,Undergraduate,Man,No,Dev,4,0,United States of America,50000.0,15.0
DEV6808,<35,Undergraduate,Man,No,Dev,12,7,United States of America,92500.0,11.0
DEV6809,>35,Master,Man,No,Dev,16,7,United States of America,130000.0,9.0
DEV6810,<35,Undergraduate,Man,No,Dev,13,4,United States of America,165000.0,8.0
DEV6811,<35,Master,Man,No,Dev,20,8,United States of America,200000.0,5.0
DEV6812,<35,Undergraduate,Man,No,Dev,10,8,United States of America,105000.0,16.0
DEV6813,>35,Undergraduate,Man,No,Dev,42,34,United States of America,120000.0,11.0
DEV6814,<35,NoHigherEd,Man,Yes,Dev,9,6,Germany,58368.0,9.0
DEV6815,>35,Undergraduate,Man,Yes,Dev,37,21,United States of America,80000.0,10.0
DEV6816,>35,Other,Man,No,Dev,38,35,United States of America,150000.0,6.0
DEV6817,<35,Undergraduate,Man,No,Dev,9,4,United States of America,105000.0,16.0
DEV6818,<35,Undergraduate,Man,No,Dev,6,4,India,25128.0,17.0
DEV6819,<35,Undergraduate,Man,Yes,Dev,13,11,United States of America,125000.0,9.0
DEV6820,>35,Undergraduate,Man,No,Dev,25,15,United States of America,145000.0,17.0
DEV6821,>35,Undergraduate,Man,No,Dev,23,12,United States of America,84000.0,6.0
DEV6822,>35,Undergraduate,Man,No,Dev,20,20,United States of America,75000.0,16.0
DEV6823,>35,Undergraduate,Man,No,Dev,15,14,Canada,56723.0,11.0
DEV6824,>35,Other,Man,No,Dev,36,32,United Kingdom of Great Britain and Northern Ireland,93072.0,13.0
DEV6825,<35,Other,Man,Yes,Dev,9,4,United States of America,59500.0,14.0
DEV6826,<35,Undergraduate,Man,No,Dev,14,10,United States of America,90000.0,14.0
DEV6827,<35,NoHigherEd,Man,No,Dev,10,0,United States of America,18000.0,13.0
DEV6828,>35,Undergraduate,Man,No,Dev,20,16,Germany,129718.0,13.0
DEV6829,<35,Undergraduate,Man,Yes,Dev,15,8,United States of America,97000.0,22.0
DEV6830,<35,Undergraduate,Man,No,Dev,7,2,United States of America,80000.0,12.0
DEV6831,<35,Undergraduate,Man,No,Dev,5,2,United States of America,18000.0,12.0
DEV6832,<35,Undergraduate,Man,No,Dev,12,6,United States of America,135000.0,5.0
DEV6833,>35,Master,Man,No,Dev,30,30,United States of America,130000.0,6.0
DEV6834,<35,Master,Man,No,NotDev,13,4,Germany,118908.0,17.0
DEV6835,<35,Undergraduate,Man,No,Dev,19,5,Germany,59676.0,13.0
DEV6836,>35,Undergraduate,Man,No,Dev,7,6,United States of America,95000.0,18.0
DEV6837,<35,PhD,Man,No,Dev,16,4,United States of America,110000.0,5.0
DEV6838,>35,Undergraduate,Man,No,Dev,46,36,United States of America,80000.0,7.0
DEV6839,<35,Undergraduate,Man,No,Dev,8,2,United States of America,95000.0,16.0
DEV6840,>35,Undergraduate,Man,Yes,Dev,16,13,United States of America,115000.0,24.0
DEV6841,>35,Master,Man,No,Dev,24,15,Germany,71340.0,22.0
DEV6842,<35,Undergraduate,Man,Yes,Dev,11,5,United States of America,195000.0,22.0
DEV6843,>35,Undergraduate,Man,No,Dev,28,15,United States of America,140000.0,6.0
DEV6844,>35,Undergraduate,Man,No,Dev,15,7,Canada,79413.0,20.0
DEV6845,<35,Undergraduate,Woman,No,Dev,20,10,United Kingdom of Great Britain and Northern Ireland,64630.0,15.0
DEV6846,<35,Undergraduate,Man,No,Dev,6,5,India,18150.0,14.0
DEV6847,>35,Undergraduate,Man,No,Dev,15,10,United States of America,150000.0,28.0
DEV6848,>35,Master,Man,No,Dev,40,30,United Kingdom of Great Britain and Northern Ireland,142185.0,28.0
DEV6849,>35,Other,Man,Yes,NotDev,10,10,United States of America,136000.0,14.0
DEV6850,>35,Undergraduate,Man,No,Dev,29,25,United States of America,130000.0,18.0
DEV6851,<35,Undergraduate,Man,No,Dev,12,10,India,41885.0,8.0
DEV6852,>35,Undergraduate,Man,No,Dev,24,19,United Kingdom of Great Britain and Northern Ireland,122796.0,17.0
DEV6853,>35,Undergraduate,Man,No,Dev,25,21,United States of America,139000.0,11.0
DEV6854,>35,Other,Man,Yes,Dev,38,25,United States of America,144000.0,28.0
DEV6855,<35,Other,Man,No,Dev,10,3,United States of America,100000.0,7.0
DEV6856,<35,Other,Man,Yes,Dev,3,1,United States of America,30000.0,11.0
DEV6857,<35,Undergraduate,Man,No,Dev,17,9,United States of America,162000.0,10.0
DEV6858,>35,Undergraduate,Man,No,Dev,40,33,United States of America,140000.0,12.0
DEV6859,<35,Undergraduate,Man,Yes,Dev,17,5,United States of America,105924.0,15.0
DEV6860,>35,Master,Man,No,Dev,19,15,Germany,59454.0,10.0
DEV6861,<35,Master,Man,No,Dev,5,5,United Kingdom of Great Britain and Northern Ireland,42656.0,16.0
DEV6862,<35,Undergraduate,Man,No,NotDev,6,4,United States of America,200000.0,3.0
DEV6863,>35,Undergraduate,Man,No,Dev,4,3,United States of America,130000.0,19.0
DEV6864,<35,Undergraduate,Man,Yes,Dev,19,8,United States of America,74352.0,14.0
DEV6865,>35,Undergraduate,Man,No,Dev,24,17,United States of America,100000.0,15.0
DEV6866,>35,Undergraduate,Man,No,Dev,21,17,United States of America,135000.0,11.0
DEV6867,<35,Other,Man,Yes,Dev,11,4,Canada,34034.0,14.0
DEV6868,<35,Undergraduate,Man,No,Dev,7,0,United States of America,67000.0,17.0
DEV6869,<35,Undergraduate,Man,No,Dev,16,10,India,16754.0,14.0
DEV6870,<35,Undergraduate,Man,No,Dev,4,2,United States of America,70000.0,5.0
DEV6871,<35,Master,Man,No,Dev,12,9,United Kingdom of Great Britain and Northern Ireland,77556.0,12.0
DEV6872,<35,Undergraduate,Man,Yes,Dev,9,4,United Kingdom of Great Britain and Northern Ireland,42009.0,15.0
DEV6873,<35,Undergraduate,Man,No,Dev,12,10,United States of America,110000.0,9.0
DEV6874,<35,Undergraduate,Man,Yes,Dev,10,0,United States of America,67000.0,24.0
DEV6875,<35,Master,Man,No,Dev,10,5,Germany,89508.0,16.0
DEV6876,<35,Other,Man,Yes,Dev,11,1,United States of America,65000.0,28.0
DEV6877,<35,Undergraduate,Man,No,Dev,8,3,United States of America,100000.0,9.0
DEV6878,<35,Undergraduate,Man,No,Dev,5,3,United States of America,115000.0,11.0
DEV6879,<35,Undergraduate,Man,No,Dev,8,0,United States of America,60000.0,22.0
DEV6880,<35,Undergraduate,Man,No,Dev,10,2,Canada,56723.0,11.0
DEV6881,>35,Master,Man,No,Dev,25,16,Germany,91883.0,29.0
DEV6882,>35,Master,Man,No,Dev,44,26,United States of America,185000.0,7.0
DEV6883,>35,Undergraduate,Man,No,Dev,44,43,United States of America,200000.0,14.0
DEV6884,<35,Other,NonBinary,Yes,Dev,11,7,United States of America,21000.0,2.0
DEV6885,>35,Undergraduate,Man,No,Dev,25,15,United States of America,101000.0,29.0
DEV6886,<35,Undergraduate,Man,No,Dev,12,9,Canada,79413.0,5.0
DEV6887,>35,Undergraduate,Man,No,Dev,36,23,United States of America,185000.0,22.0
DEV6888,>35,Master,Man,No,Dev,20,12,United States of America,150000.0,21.0
DEV6889,<35,Undergraduate,Man,No,Dev,10,1,United States of America,71500.0,14.0
DEV6890,>35,Master,Man,No,Dev,15,5,United Kingdom of Great Britain and Northern Ireland,73700.0,16.0
DEV6891,>35,Undergraduate,Man,No,Dev,26,20,United Kingdom of Great Britain and Northern Ireland,58167.0,16.0
DEV6892,>35,Undergraduate,Man,No,Dev,15,10,Germany,108100.0,12.0
DEV6893,>35,Master,Man,No,Dev,32,24,Canada,151263.0,20.0
